,store_id,store_name,score,ward,review_cnt,review,personal_score
10,00000001,らーめん 稲荷屋,3.75,稲荷町,374,銀座線の田原町から稲荷町へ続く約1キロの道沿いに５０軒ほど並ぶ仏壇・仏具店年中無休のお店もありますが仏滅が定休日のお店もありますそんな一角にある稲荷屋休日ともなれば開店前から行列ができる繁盛店スパイスは粗挽きのブラックペッパーのみの潔さ醤油ラーメン ７５０円大判の肩ロースが特徴的な丼顔です稲荷屋のスープはひとくち飲んだだけでその個性的な味わいでインパクトがある店主がフレンチ出身なのが理由なのかどこか洋風な匂いがします鶏油と醤油の華やかな香りも相まって旨さがさざ波のように押し寄せてくるスープです千葉の山田食品の細麺は歯切れが良くて適度な弾力もあり美味い麺です♪この手のスープにはあまり個性的な麺は合わないのでベストチョイスと思います大判の肩ロースは柔らかくて肉の旨みが溢れだす仕様チャーシューがとっても美味いだけにメンマがちょっと淋しいかな。。。稲荷屋はかなり凝った限定もあるので次回は限定狙いしてみます(￣^￣)ゞご馳走様でした＜(_ _)＞,lunch:3.9
11,00000001,らーめん 稲荷屋,3.75,稲荷町,374,週末 昼 13:00 ころ。ちょうど、2席 空いた。その後も、出たり入ったり、常時満席。券売機で 食券を 購入する。★ 辛味まぜそば ¥800★ 味玉 ¥100★ メンマ ¥100＂辛味まぜそば＂ は、辛味を 3段階から 選べる。大辛は 辛いと 説明が あったので……中辛を 選択した。その ＂まぜそば＂ は……白髪ネギ、モヤシ、が 山盛り。チャーシュー の 切り落としが、ゴロゴロ 入り、かなりの 具材量。麺も 多く、一般的な ＂油そば＂ と 比較すると、超絶的に 割安感あり。味は、ピリッと 中辛……何か 香辛料が 効いてる。薄っすらと、ニンニク の 風味も感じる。この タレ が、しっかりと 太麺に 絡み……自分の 好みとは 違うが、まぁまぁ 美味しい。自分的には、甘味が 足りない。または、お酢など、テーブル調味料が 欲しいと 感じる。それでも、この ＂辛味まぜそば＂ に関しては……値段以上の 満足感。CP は 高いと 思う。,lunch:3.5
12,00000001,らーめん 稲荷屋,3.75,稲荷町,374,平日スポット休暇を利用して上野の博物館に行った際、上野界隈で美味しいラーメンが食べたいと検索して伺ったのが此方。食べログ百名店にも2年連続選出されています。店主はフレンチ出身だそうです。上野から稲荷町駅迄1駅分歩いて到着。店構えは遠くからでも目立つ黄色の看板と大きな店名が目印。暖簾は昔ながらの中華そば。行列は有りませんが店内は8割位の入り。券売機が直ぐに有り私は醤油背油ラーメン800円、連れは醤油ラーメン750円を注文。ご主人は常連客と親しげに会話されています。程無くして着丼。ビジュアルは私のは背油スープに大きめのチャーシュー、もやし、メンマ、刻みネギ、半玉子、海苔。連れのはやはり大きめのチャーシューの上にカイワレが有り、後はメンマ、刻みネギ、海苔の様相。先ずはスープを一口。背油の甘味にニンニクの香りが効いています。連れの醤油も一口。此方は鶏の旨味に甘めながらコクと深みの有る醤油出汁が効いています。麺は低加水で張りと歯応え感の有る細麺。大きめのチャーシューは低温調理で繊維質迄柔らかい。背油の甘味にさっぱりしたもやし、刻みネギもアクセントになっています。メンマはコリコリした食感。フレンチ出身のご主人なので奇をてらったラーメンかと思いましたが、ベーシックな味付けながら、素材を活かした丁寧さを感じるラーメンとの印象。特にスープは醤油出汁が有っての背油と思いました。ご馳走さまでした。,lunch:3.7
13,00000001,らーめん 稲荷屋,3.75,稲荷町,374,今日は、上野方面をぶら～り。お目当ての喜多方ラーメン屋が、スープ完売で、まさかの閉店。なので、すぐそばのこちらへ訪問。前回食べた時、次は絶対にスタンダードと決めてましたので、今日の食券は、「醤油ラーメン(細麺)　750円」を購入。まずはスープ。間違いない安定のスープ。スタンダードな鶏出汁かな。醤油自体も旨いぜぇ。ラーメンすすりながら、スープをぐびぐび飲み危うく完飲するところだった。ごちそうさまでした。,lunch:3.8
14,00000001,らーめん 稲荷屋,3.75,稲荷町,374,稲荷町駅から徒歩２分、仏壇専門店が軒を並べる街の一隅にこの店はあります。平日の昼、幸い並びはなく、直ぐに入店できた。醤油か塩か、背脂醤油、限定メニューもあるようだ。写真を見るとどれも旨そうだ。この中でも特にそそられたのが背脂醤油。この日の腹の減り具合にマッチング。醤油背脂ラーメン(太麺) 800円もやし 100円食券買って渡すと、次から次へと客が入ってくる。調理場を見ていると器が洒落ていて何かこだわりがある感じだ。さて着丼。盛り付けが美しい。大ぶりのチャーシューは高級ロースハムを想わせる迫力だ。一口食べると期待にそぐわぬ旨味に脱帽。別皿で大盛りのもやし。かかっているタレがこれまた旨い。そのまま麺の上にのせて天地返し。太麺にしたからちょっと二郎系を思わせる。スープは豚骨ベースの濃いめの醤油味。となりの細麺の塩ラーメンを横目で見るとこれも旨そうだ。この店はメニューによって全く違う味が楽しめそうだ。素晴らしい一杯でした。ごちそうさまでした。,lunch:3.8
15,00000001,らーめん 稲荷屋,3.75,稲荷町,374,2019年10月上野でらーめん。銀座線稲荷町駅から歩いて4分くらい。浅草通りに面してるので見つけやすい。お店の外にメニューの看板があり、ワンタン麺推しだとわかる。一昔前くらいのラーメン屋さんの外観。店内に入り食券機でワンタン麺を押して店員さんに渡します。8席あるカウンターに座り待ちます。奥にはテーブル席もあり、満席の店内は活気あります。■注文ワンタン麺　900円深皿に入ったらーめん。大きなチャーシューにシナチク、海苔と葱とワンタン。ズズッー。ふんわり優しい醤油と出汁の味。細い麺がすするのにとても合う。あー。何となく懐かしい風味。抜群の安定感ある醤油らーめんです。こういう味を無性に食べたくなる時がありますね～＾＾大きなチャーシューは中低温料理。レア過ぎず、割と歯ごたえもあって食べやすいチャーシュー。ぷりぷりワンタンは5個入ってる。わんたん欲を満たすボリューム満点。生姜利く定番の味。食べ応えある肉肉しい餡なのでお昼に空かせたお腹を満たすのに満足度高い。ズルんと包む皮もいい感じ。イベリコ豚とキャベツの限定らーめんも気になる。。。ごちそうさまでした！,lunch:3.8
16,00000001,らーめん 稲荷屋,3.75,稲荷町,374,夜遅くまでやってる塩ラーメンのお店って、お酒気分じゃない時にちょうどいい。10時すぎなのにカウンターはほぼ満席だったので、奥のテーブルにお邪魔しました。塩ラーメン、900円。ついこの前の増税に伴い、券売機のみ金額が修正されていました。スープはあっさりしていて、ユズが合いそうと思ったら、最後にユズのかけらがどんどん出てきて、沈殿していたのかな？より爽やかになるスープ、ちらっと苦いユズ、やっぱり合いました。大ぶりのつくね、丸っこいけど人の手で作られたことがわかるいびつさが良い。肉の塊なんだけど脂っぽすぎない、優しい味。こりこりしていて、これは焼いてもおいしそう！玉ねぎやザーサイかな？みじん切りというには大きい粒がたまに現れ、楽しい食感。卵は半熟、いい感じに味が染みて、海苔、ねぎ、しなちくが細麺とよく絡んで食感もよく、シンプルだけど、味も量も満足ラーメン。このお店でやってる期間限定のラーメンがどれも気になる、特に暑い時期にやってた冷静ポタージュラーメンがどれもめっちゃおいしそう！来年は狙って行きたいです。,dinner:3.7
17,00000001,らーめん 稲荷屋,3.75,稲荷町,374,初訪問です。稲荷町駅から徒歩で4.5分という場所。黄色い看板が印象的なこちらのお店です。平日の昼15時ごろの訪問で、店内は4割程度の入り具合でした。店内はカウンター席と奥にテーブル席が3席ほどありました。本日頼んだのは、ワンタン麺 950円大盛 100円5分ほどで到着しました。ドーンとレアチャーシュー、そしてワンタンで麺が見えません。他、海苔とかいわれです。レアチャーシューは程よく厚みもあってジューシー、味付けも良い感じで美味しい。多少噛みきれないのが残念ですが、満足の一品。ワンタンはワンタンで、肉多めの三角で平べったいもの。これ美味しい。プリプリ食感がいいし、皮もチュルンとして程よい噛みごたえもあって美味しいです。麺は細めの低加水系で、醤油の効いた味がしみてる。このポリポリ系で味がついてるのが結構好きです。スープは鶏ベースで、この組み合わせが久々に正統派系の醤油味でヒットした。こりゃ純粋にガツっと美味しい。外観やら内観は期待してなかっただけに良い裏切りをもらいました。こちらは限定が得意のようだとレビューを見ました。次来たら限定かな。ごちそうさまでした。,lunch:3.9
18,00000001,らーめん 稲荷屋,3.75,稲荷町,374,仕事で近所に。帰り道、通りすがりに初訪問してきました。行きたかった通り沿いの喜多方ラーメン屋さんがお休みだったので、口の中はもうラーメンの気分。11時過ぎ、数名のお客さん。券売機で、ワンタンメン900円をポチっと後、着席。数分後、やってきた。見た目は何とも美しい。一口目のスープも素晴らしく美味しい！さて、肝心のワンタンは？デカっ！！！それが５個も入っている…男性は嬉しいんだろうなぁ…ワンタンは、生姜が効いている。だけど、飽きる味。チャーシューは、上品な仕上がり。最近、こういうラーメンのチャーシューってこんな感じっていう感じ。麺は、コシの強いストレートの細麺。私には、茹で足りなさを感じてしまう程の硬さです、、あ、九州のとんこつラーメンのバリカタくらい。こうゆうものだと言われれば、これは好みが分かれますね…普通のしょうゆには太麺もあるようです。その他具材は、メンマ、かいわれ、海苔です。美味しい海苔を知ってる者としては、この海苔は風味もなくパリパリ感もなく、若干湿気ってるような。スープが美味しかっただけに、好みではなかったので私には残念でした。ご馳走様でした。,lunch:3.4
19,00000001,らーめん 稲荷屋,3.75,稲荷町,374,冷やしの季節も間もなく終了ですね(´・ω・｀)今年は思った程食べに行けなかったなあ・・・・。思い残したお店は無いですか？とマイレビュアー様のレビューを拝見して、しまった！行ってなかったΣ(ﾟДﾟ)とひとっ走り、稲荷町まで。相変わらず仏具の看板が林立していますね(笑)黄色い看板を目印にやって来ました「稲荷屋」さん。レギュラーのラーメンが美味しいのは勿論、限定麺のクオリティの高さは目を見張るものがありますね！今の限定麺はポタージュシャンピニオン♪大好きなキノコのポタージュのようです。ケンバイキーには手書きで限定の解説が記されています。夏牛蒡のフィナンシェ・フォアグラのパルフェ・鴨ロースってもはやラーメン店のメニューじゃないですよねΣ(ﾟДﾟ)・・・・・・・・・？？？？限定麺は完食できる方のみって書いてある！！！！試しに・・・という方はご遠慮くださいですと！？え？？？？メガ盛りチャレンジメニューなの？？？？？Σ(ﾟДﾟ)レビューを拝見してもどう見ても普通の量だと思うんだけど・・・・とドキドキしながらボタンをポチリ。カウンターで食券をお渡しして待ちマショウ。次々に来店されるお客様。常連の方も多いようですね。他店も勿論常連さんっていらっしゃると思いますが、こちらは特にその率が多いような気がします。沢山の皆さんに愛されているのですね(*´▽｀*)紙エプロンをご提供頂いて、ラーメンを待っている間に、他のスタッフの方からも紙エプロン使いますか？とお声かけ頂きました。ちゃんと目を配ってらっしゃるのだなあとちょっと嬉しい気分になりました。さあ！やって来ましたよ！限定麺！おおおおおお！！！！もう、これはラーメンというよりお料理ですね！上物はそれだけで召し上がってくださいとお声かけ頂くので、まずは鴨をパクリ！当たり前ですけど、うんまーーーーーーーーーーいでーーーーーーーーす♪柔らかだけど、しっかりと歯ごたえも感じ、何より旨みをしっかり感じられます！フォアグラのパルフェも、非常に滑らかで、ほんのり甘くて女子大好きなヤツでうんまーーーーーーーーーーいでーーーーーーーーす♪牛蒡のフィナンシェは、スープに沈んで行きそうだったので、やばいやばいと引き上げて頂きました。これ・・・・・普通にお料理として食べたいわ♪しなやかでしっとりとした舌触りのフィナンシェ、そこまで牛蒡ゴボウしてなくて、食べやすかったです(*´▽｀*)スープは一見、煮干しのドロドロ系にも見えちゃいますが、キノコのポタージュはそういうものよね。といっただっきまーーーーーーーーーーーーーーす♪あ！見た目に反して、非常にアッサリと優しい味わいです！きのこの香りが後味にふんわりと残って、うんまーーーーーーーーーーいでーーーーーーーーす♪麺はフェットチーネのような平たい麺なので、思わずパスタを食べている気分になるのですが、やっぱりラーメンなのですよねえ(*´▽｀*)冷たい麺に、冷たいウマウマスープで、どんどんお箸が進んで、うんまーーーーーーーーーーいでーーーーーーーーす♪ん？量、普通じゃん。完食普通にできるじゃん。これ食べきれないってお子ちゃまくらいじゃない？と、？？？？が頭の中を駆け巡っていると、ご主人がお客様と話をしているのが耳に入ります。なにやら先日、限定を頼んで写真撮ったらほぼ残して帰って行ったお客様がいらしたそうで・・・・|дﾟ)確かに、この食材使って、手間暇かけて作った限定麺をほぼ丸々残されたら、それは悲しすぎますよね。お口に合わないケースもあるかもしれませんが、10人食べたら大多数が美味しいという範疇に入る味わいだと思います。キノコが苦手だったとか・・・・・いや、最初から頼まないでしょ(｀･ω･´)限定は食数も限定されているから、そのお客様の分、誰かが食べられなくて涙を呑んでいたかもしれません。注意書きを書きたくなる気持ちも分かりますね。スープが結構たっぷり目で、飲み切れるかな？と思いましたがほぼ完食でございました！一般的なラーメンスープだと全部飲んじゃ体に良くないかな？と思いますがこちらはポタージュだから、逆に飲まなきゃダメな気になっちゃいます(笑)食後もスッキリでクドくないからラーメン食べた罪悪感があまり無いもの魅力かもしれません(´∀｀*)ｳﾌﾌカウンターでワンタン麺頼んでらっしゃる方がいらして、ワンタンメンも次回食べたいなあ♪心を込めて作ってくださったお料理は、今後も美味しく頂きますね！今日もごちそうさまーーーーー！！！,lunch:3.8
20,00000001,らーめん 稲荷屋,3.75,稲荷町,374,訪問2回目喜多方食堂行こうと思ったら、夏季休業ということで、近くの名店稲荷屋さんへ。先日の初訪問で感じた美味さは本物かどうか。2回目なのでわ多くは語らないが、やはり美味い。煮干しだけの中華そばよりも、動物系ブレンドの醤油ラーメンのほうが旨味を感じるなぁ。今回は塩ラーメンもいってみました。こちらもあっさりだけど深みのある動物系出汁のおかげでしっかりとしたコクがあります。【結果】やっぱり稲荷屋おいしい。常連になろう。,dinner:4.1
21,00000001,らーめん 稲荷屋,3.75,稲荷町,374,"８・９月限定（冷製シャンピニオンポタージュ） 900円さて冷やしラーメンといえばこちら「稲荷屋」さんも外せません。グランドメニューである醤油や塩ラーメンも相当な美味しさを誇りますが、隔月限定メニューの自由度の高さがハンパないことこの上なし！毎回毎回、元おフレンチシェフたる店長の創作意欲が爆発しまくりなのです。その限定メニューが夏季になると冷やしになるのが通例。ツイッターとかされてないので細かい状況が分かりませんが、まあ8月なら確実に冷やしっしょ～。さて、今年の冷やしはどんなものか…！開店の2,３分後に伺うと目の前で先客がin。お近くにお住まいの方かな？ウラヤマシーなんて思いつつ入ると更に先客が5人も！もしかしなくても開店前からお待ちだったんでしょうねきっと。場所的には便利と思えないけどかなり人気が定着してるな～。さてさて限定限定♪お？1日あたり10食程度しかないのか。少ないなー。まあ今ならまだへーきへーき。お？何やら限定について色々書いてあるな。まあ細かいことなんざへーきへーき。ポチーして適当な席に着席。そして自分の直前に入ったお客分と同時にお冷やしはいぜーん。しっかり丼まで冷たいねー♪…それにしても………なんじゃこのスープ…？一目で分かる異常なまでの濃度…！ちょっと前に食べた京都の「極鶏」と同じレベルに見えるけど……冷やしでドロドロ系とは…いざ…いただきます！では大注目のスープ…か？コレ…もはや半固形のどろどろを、おそるおそるパクリ…なんじゃこれは…！？どろどろなのに果てしなく優しく、軽やかなこの味わい…これはもう完全に既知の外ですわ。正しい意味で。後で調べたところ、「シャンピニオン（マッシュルーム）の冷製ポタージュ」ってブツらしいですね。そうか、あの軽やかな風味の正体はマッシュルームだったのか。「ラーメンの定義なんざ知ったことか！」という店長の魂の叫びが聞こえてきそうであります。麺は平打ち状の太麺です。むちゅむちゅぺろーんな食感。冷製ポタージュの印象もあいまってこらもうパスタだパスタ。「ラーメンの定義なんざ知ったことか！」という店長の魂の叫びが聞こえてきそうであります。トッピングも遊び心だらけ。食べてる時は正体がよう分からんかったのでし食べた上で書きまする。まず茶色い棒状のブツ。これは「フィナンシェ」というおフランス起源の焼き菓子の一種だそうで。それのゴボウフィーチャー版。スィーツのようでスィーツでなく、スナックのようでスナックでない不思議な棒です。それとなにやらムース状のブツ。これは「フォアグラのパルフェ」だそうで、まあレバーペーストのフォアグラ版と思えば良いかと。濃い目の味付けでフィナンシェでディップしてもよし、スープに溶いてもよしです。「ラーメンの定義なんざ知ったことか！」という店長の魂の叫びが聞こえてきそうであります。お肉はしっかりと肉の旨味が。こいつだけ既知の範囲でなんだかホッとしましたね。本当に超ドロドロなんですが全く重さがないのでスープまできっちり食べ切ってごちそうさま！さすが稲荷屋さん相変わらず…いや昔以上に攻め攻めな冷やしでした♪多くの人の感想を聞いてみたいところですけど、1日10食ってのがちょっと厳しいですね。",lunch:3.8
